[03:24:32 Msk] [TX_3] Фасилити: 0 | Интент: init | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: []
[04:42:27 Msk] [TX_368] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:28 Msk] [TX_371] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:29 Msk] [TOP_GEN] Целевой Канал Шины: 0 | Интент: SET_SLOT_FOCUS | Конечная цель фокуса: 102
[04:42:29 Msk] [TX_375] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:29 Msk] [TX_377] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:29 Msk] [TX_376] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[04:42:29 Msk] [TX_374] Фасилити: 0 | Интент: SET_SLOT_FOCUS | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:29 Msk] [TX_381] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:29 Msk] [TX_382] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:29 Msk] [TX_385] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:31 Msk] [TX_389] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:31 Msk] [TX_391] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:31 Msk] [TX_390] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[04:42:31 Msk] [TX_395] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:31 Msk] [TX_396] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:31 Msk] [TX_398] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:32 Msk] [TX_402] Фасилити: 102 | Интент: MOUSE_CLICK | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:32 Msk] [TX_405] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:32 Msk] [TX_408] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:33 Msk] [TX_411] Фасилити: 14 | Интент: SCROLL_CONTENT_UP | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:33 Msk] [TX_414] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:33 Msk] [TX_416] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:33 Msk] [TX_415] Фасилити: 102 | Интент: SWITCH_SLOT_TAB | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [12]
[04:42:33 Msk] [TX_420] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:33 Msk] [TX_421] Фасилити: 102 | Интент: INJECT_VFS_DATA | Назначение (P1): 102 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:33 Msk] [TX_423] Фасилити: 14 | Интент: SYNC_SCROLLBAR_METRICS | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [102]
[04:42:35 Msk] [TX_427] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:36 Msk] [TX_430] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:37 Msk] [TX_433] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:37 Msk] [TX_434] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:37 Msk] [TX_435] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:39 Msk] [TX_442] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:41 Msk] [TX_445] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:41 Msk] [TX_446] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:41 Msk] [TX_447] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:44 Msk] [TX_452] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:44 Msk] [TX_455] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:45 Msk] [TX_458] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:45 Msk] [TX_459] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:45 Msk] [TX_460] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:49 Msk] [TX_465] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:49 Msk] [TX_466] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:49 Msk] [TX_467] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:50 Msk] [TX_472] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:51 Msk] [TOP_GEN] Целевой Канал Шины: 0 | Интент: SET_SLOT_FOCUS | Конечная цель фокуса: 102
[04:42:51 Msk] [TX_475] Фасилити: 0 | Интент: SET_SLOT_FOCUS | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:51 Msk] [TX_476] Фасилити: 9 | Интент: MAXIMIZE_SLOT_TOGGLE | Назначение (P1): 9 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:53 Msk] [TX_481] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:54 Msk] [TX_484] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:55 Msk] [TX_487] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:55 Msk] [TX_490] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:56 Msk] [TX_493] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:56 Msk] [TX_494] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:56 Msk] [TX_495] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:57 Msk] [TX_502] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:58 Msk] [TX_505] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:59 Msk] [TX_508] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:59 Msk] [TX_509] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:42:59 Msk] [TX_510] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:00 Msk] [TX_515] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:02 Msk] [TX_518] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:02 Msk] [TX_519] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:02 Msk] [TX_520] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:02 Msk] [TX_525] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:02 Msk] [TX_526] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:02 Msk] [TX_527] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:30 Msk] [TX_532] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:31 Msk] [TX_535] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:32 Msk] [TX_538] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:32 Msk] [TX_539] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:32 Msk] [TX_540] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:33 Msk] [TX_545] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:34 Msk] [TX_548] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:35 Msk] [TX_551] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:36 Msk] [TX_554] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:36 Msk] [TX_557] Фасилити: 14 | Интент: SCROLL_CONTENT_DOWN | Назначение (P1): 14 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:36 Msk] [TOP_GEN] Целевой Канал Шины: 0 | Интент: SET_SLOT_FOCUS | Конечная цель фокуса: 108
[04:43:36 Msk] [TX_561] Фасилити: 108 | Интент: MOUSE_CLICK | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:36 Msk] [TX_560] Фасилити: 0 | Интент: SET_SLOT_FOCUS | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:38 Msk] [TX_566] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:38 Msk] [TX_567] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:38 Msk] [TX_568] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:40 Msk] [TX_575] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:40 Msk] [TX_576] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:40 Msk] [TX_577] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:44 Msk] [TX_582] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:46 Msk] [TX_585] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:46 Msk] [TX_586] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:43:46 Msk] [TX_587] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:03 Msk] [TX_592] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:03 Msk] [TX_593] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:03 Msk] [TX_594] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:04 Msk] [TX_599] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:04 Msk] [TX_602] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:04 Msk] [TX_603] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:04 Msk] [TX_604] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:05 Msk] [TX_609] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:06 Msk] [TX_612] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:06 Msk] [TOP_GEN] Целевой Канал Шины: 0 | Интент: SET_SLOT_FOCUS | Конечная цель фокуса: 102
[04:44:06 Msk] [TX_615] Фасилити: 0 | Интент: SET_SLOT_FOCUS | Назначение (P1): 0 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:08 Msk] [TX_620] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:08 Msk] [TX_621] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:08 Msk] [TX_622] Фасилити: 108 | Интент: ADD_LOG_ENTRY | Назначение (P1): 108 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:08 Msk] [TX_629] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:09 Msk] [TX_632] Фасилити: 12 | Интент: TAB_CLICKED | Назначение (P1): 12 | Статус TX: READY | Трасса ORIGINS: [10]
[04:44:09 Msk] [TX_633] Фасилити: 104 | Интент: KEYBOARD_MODIFIER_CHANGED | Назначение (P1): 104 | Статус TX: READY | Трасса ORIGINS: [10]
